,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
1936,3235214,57,32352,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Women_s,Gold,Gold,130,Med,,9,52,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,72,57,63,140,17,45,1,1,https://static.zennioptical.com/production/products/general/32/35/3235214-eyeglasses-front-view.jpg,"ft03,ft04","gt15,gt33,gt31,gt36,gt34,gt26",womens-halfrim-stainless-steel-geometric-eyeglass-frames-3235214
1937,3235218,57,32352,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Women_s,Red,Red,130,Med,,9,52,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,72,57,63,140,17,45,1,1,https://static.zennioptical.com/production/products/general/32/35/3235218-eyeglasses-front-view.jpg,"ft03,ft04","gt15,gt33,gt31,gt36,gt34,gt26",womens-halfrim-stainless-steel-geometric-eyeglass-frames-3235218
1938,3235224,57,32352,,29.95,39.95,standardframetype,Stainless Steel,HalfRim,Geometric,Women_s,Green,Green,130,Med,,9,52,Geometric Glasses,0,0,non-retired,configurable prescription frame,9,-16,9,-16,6,-6,72,57,63,140,17,45,1,1,https://static.zennioptical.com/production/products/general/32/35/3235224-eyeglasses-front-view.jpg,"ft03,ft04","gt15,gt33,gt31,gt36,gt34,gt26",womens-halfrim-stainless-steel-geometric-eyeglass-frames-3235224
1939,3235316,59,32353,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Blue,Blue,128,Med,,15,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,140,20,44,1,1,https://static.zennioptical.com/production/products/general/32/35/3235316-eyeglasses-front-view.jpg,ft04,"gt32,gt35,gt15,gt26",womens-stainless-steel-cat-eye-eyeglass-frames-3235316
1940,3235317,59,32353,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Purple,Purple,128,Med,,15,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,59,65,140,20,44,1,1,https://static.zennioptical.com/production/products/general/32/35/3235317-eyeglasses-front-view.jpg,ft04,"gt32,gt35,gt15,gt26",womens-stainless-steel-cat-eye-eyeglass-frames-3235317
1941,3235411,65,32354,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Silver,Silver,132,Med,,15,54,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,65,66,140,18,46,0,1,https://static.zennioptical.com/production/products/general/32/35/3235411-eyeglasses-front-view.jpg,ft04,"gt15,gt34,gt36,gt33,gt31,gt26",womens-stainless-steel-square-eyeglass-frames-3235411
1942,3235421,65,32354,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Square,Women_s,Black,Black,132,Med,,15,54,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,65,66,140,18,46,0,1,https://static.zennioptical.com/production/products/general/32/35/3235421-eyeglasses-front-view.jpg,ft04,"gt15,gt34,gt36,gt33,gt31,gt26",womens-stainless-steel-square-eyeglass-frames-3235421
1943,3236121,66,32361,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Black,Purple,135,Large,,16,54,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,66,65,141,17,44,0,1,https://static.zennioptical.com/production/products/general/32/36/3236121-eyeglasses-front-view.jpg,"ft02,ft04","gt14,gt32,gt44",womens-stainless-steel-cat-eye-eyeglass-frames-3236121
1944,3237512,57,32375,,32.95,43.95,standardframetype,FlexTitanium,FullRim,Square,Unisex,Gray,Gray,134,Large,,11,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,145,20,44,1,1,https://static.zennioptical.com/production/products/general/32/37/3237512-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt33,gt31,gt36,gt15",memory-titanium-square-eyeglass-frames-3237512
1945,3237519,57,32375,,32.95,43.95,standardframetype,FlexTitanium,FullRim,Square,Unisex,Rose Gold,Rose Gold,134,Large,,11,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,145,20,44,1,1,https://static.zennioptical.com/production/products/general/32/37/3237519-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt33,gt31,gt36,gt15",memory-titanium-square-eyeglass-frames-3237519
1946,3237525,57,32375,,32.95,43.95,standardframetype,FlexTitanium,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,134,Large,,11,50,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,145,20,44,1,1,https://static.zennioptical.com/production/products/general/32/37/3237525-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt33,gt31,gt36,gt15",memory-titanium-square-eyeglass-frames-3237525
1947,3237611,59,32376,,32.95,43.95,standardframetype,FlexTitanium,FullRim,Browline,Unisex,Silver,Blue,130,Med,,14,52,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,147,18,42,1,1,https://static.zennioptical.com/production/products/general/32/37/3237611-eyeglasses-front-view.jpg,ft04,"gt15,gt33,gt34,gt36,gt31",memory-titanium-browline-eyeglass-frames-3237611
1948,3237614,59,32376,,32.95,43.95,standardframetype,FlexTitanium,FullRim,Browline,Unisex,Gold,Black,130,Med,,14,52,Browline Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,147,18,42,1,1,https://static.zennioptical.com/production/products/general/32/37/3237614-eyeglasses-front-view.jpg,ft04,"gt15,gt33,gt34,gt36,gt31",memory-titanium-browline-eyeglass-frames-3237614
1949,3237711,54,32377,,29.95,39.95,standardframetype,FlexTitanium,FullRim,Geometric,Unisex,Silver,Silver,130,Med,,12,49,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,54,62,145,19,45,1,1,https://static.zennioptical.com/production/products/general/32/37/3237711-eyeglasses-front-view.jpg,"ft03,ft04","gt15,gt16,gt33,gt31,gt34,gt36",memory-titanium-geometric-eyeglass-frames-3237711
1950,3237714,54,32377,,29.95,39.95,standardframetype,FlexTitanium,FullRim,Geometric,Unisex,Gold,Gold,130,Med,,12,49,Geometric Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,54,62,145,19,45,1,1,https://static.zennioptical.com/production/products/general/32/37/3237714-eyeglasses-front-view.jpg,"ft03,ft04","gt15,gt16,gt33,gt31,gt34,gt36",memory-titanium-geometric-eyeglass-frames-3237714
1951,3237811,47,32378,,32.95,43.95,standardframetype,Stainless Steel,Rimless,Round,Unisex,Silver,Silver,126,Med,,17,46,Rimless Glasses,0,0,non-retired,configurable prescription frame,4,-8,4,-7,3,-3,68,47,59,143,19,46,0,1,https://static.zennioptical.com/production/products/general/32/37/3237811-eyeglasses-front-view.jpg,"ft02,ft04","gt15,gt31,gt33,gt34,gt36",rimless-stainless-steel-round-eyeglass-frames-3237811
1952,3237812,47,32378,,32.95,43.95,standardframetype,Stainless Steel,Rimless,Round,Unisex,Gray,Steel Gray,126,Med,,17,46,Rimless Glasses,0,0,non-retired,configurable prescription frame,4,-8,4,-7,3,-3,68,47,59,143,19,46,0,1,https://static.zennioptical.com/production/products/general/32/37/3237812-eyeglasses-front-view.jpg,"ft02,ft04","gt15,gt31,gt33,gt34,gt36",rimless-stainless-steel-round-eyeglass-frames-3237812
1953,3237814,47,32378,,32.95,43.95,standardframetype,Stainless Steel,Rimless,Round,Unisex,Gold,Gold,126,Med,,17,46,Rimless Glasses,0,0,non-retired,configurable prescription frame,4,-8,4,-7,3,-3,68,47,59,143,19,46,0,1,https://static.zennioptical.com/production/products/general/32/37/3237814-eyeglasses-front-view.jpg,"ft02,ft04","gt15,gt31,gt33,gt34,gt36",rimless-stainless-steel-round-eyeglass-frames-3237814
1954,3237914,55,32379,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Rose Gold,Rose Gold,132,Med,,13,49,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,144,19,38,1,1,https://static.zennioptical.com/production/products/general/32/37/3237914-eyeglasses-front-view.jpg,"ft03,ft04","gt51,gt31,gt34,gt36,gt15,gt33",stainless-steel-rectangle-eyeglass-frames-3237914
1955,3238718,53,32387,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Red,Red,127,Med,,12,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,72,53,63,147,20,45,1,1,https://static.zennioptical.com/production/products/general/32/38/3238718-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt32",stainless-steel-round-eyeglass-frames-3238718
1956,3238721,53,32387,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Black,Black,127,Med,,12,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,72,53,63,147,20,45,1,1,https://static.zennioptical.com/production/products/general/32/38/3238721-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt32",stainless-steel-round-eyeglass-frames-3238721
1957,3238725,53,32387,,35.95,47.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Tortoiseshell,Tortoiseshell,127,Med,,12,49,Round Glasses,0,0,non-retired,configurable prescription frame,12,-8,12,-8,6,-6,72,53,63,147,20,45,1,1,https://static.zennioptical.com/production/products/general/32/38/3238725-eyeglasses-front-view.jpg,"ft03,ft04","gt35,gt32",stainless-steel-round-eyeglass-frames-3238725
1959,325012,58,3250,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Gray,Graphite,132,Med,,14,52,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,143,19,31,1,1,https://static.zennioptical.com/production/products/general/32/50/325012-eyeglasses-front-view.jpg,ft04,"gt53,gt12,gt11,gt33,gt04,gt31",stainless-steel-rectangle-eyeglass-frames-325012
1960,325024,58,3250,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Unisex,Green,Forest Green,132,Med,,14,52,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,58,65,143,19,31,1,1,https://static.zennioptical.com/production/products/general/32/50/325024-eyeglasses-front-view.jpg,ft04,"gt53,gt12,gt11,gt33,gt04,gt31",stainless-steel-rectangle-eyeglass-frames-325024
1961,325112,59,3251,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Men_s,Gray,Silver Gray,136,Large,,13,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,59,63,145,16,35,0,1,https://static.zennioptical.com/production/products/general/32/51/325112-eyeglasses-front-view.jpg,"ft03,ft04","gt11,gt53,gt44,gt13,gt31,gt04,gt33",mens-stainless-steel-rectangle-eyeglass-frames-325112
1963,325916,51,3259,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Women_s,Blue,,122,Small,,12,50,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,51,59,135,15,31,1,1,https://static.zennioptical.com/production/products/general/32/59/325916-eyeglasses-front-view.jpg,"ft03,ft04,5900001","gt31,gt11,gt33,gt12,gt08,gt04,gt53,gt10",womens-stainless-steel-rectangle-eyeglass-frames-325916
1964,325917,51,3259,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Women_s,Pink,,122,Small,,12,50,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,68,51,59,135,15,31,1,1,https://static.zennioptical.com/production/products/general/32/59/325917-eyeglasses-front-view.jpg,"ft03,ft04,5900001","gt31,gt11,gt33,gt12,gt08,gt04,gt53,gt10",womens-stainless-steel-rectangle-eyeglass-frames-325917
1965,326015,55,3260,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Women_s,Brown,,127,Med,,12,51,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,55,61,135,16,31,1,1,https://static.zennioptical.com/production/products/general/32/60/326015-eyeglasses-front-view.jpg,"ft03,ft04,5900001","gt31,gt49,gt10,gt08,gt33,gt04,gt36",womens-stainless-steel-rectangle-eyeglass-frames-326015
1966,326024,55,3260,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Women_s,Green,Forest Green,127,Med,,12,51,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,70,55,61,135,16,31,1,1,https://static.zennioptical.com/production/products/general/32/60/326024-eyeglasses-front-view.jpg,"ft03,ft04,5900001","gt31,gt49,gt10,gt08,gt33,gt04,gt36",womens-stainless-steel-rectangle-eyeglass-frames-326024
,327112,60,3271,Yes,25.95,34.95,standardframetype,Stainless Steel,FullRim,Rectangle,Men_s,Gray,Graphite,133,Large,,15,54,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,60,65,138,17,33,1,1,https://static.zennioptical.com/production/products/general/32/71/327112-eyeglasses-front-view.jpg,"ft04,ft09","gt31,gt44,gt53,gt33",mens-stainless-steel-rectangle-eyeglass-frames-327112
1968,327515,60,3275,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Brown,Copper,135,Large,,19,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,77,60,68,142,23,47,1,1,https://static.zennioptical.com/production/products/general/32/75/327515-eyeglasses-front-view.jpg,ft04,"gt44,gt24,gt14,gt33,gt42,gt40,gt38,gt52,gt35",womens-stainless-steel-cat-eye-eyeglass-frames-327515
1969,327517,60,3275,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Purple,,135,Large,,19,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,77,60,68,142,23,47,1,1,https://static.zennioptical.com/production/products/general/32/75/327517-eyeglasses-front-view.jpg,ft04,"gt44,gt24,gt14,gt33,gt42,gt40,gt38,gt52,gt35",womens-stainless-steel-cat-eye-eyeglass-frames-327517
1970,327519,60,3275,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Pink,,135,Large,,19,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,77,60,68,142,23,47,1,1,https://static.zennioptical.com/production/products/general/32/75/327519-eyeglasses-front-view.jpg,ft04,"gt44,gt24,gt14,gt33,gt42,gt40,gt38,gt52,gt35",womens-stainless-steel-cat-eye-eyeglass-frames-327519
1971,327521,60,3275,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Black,Black,135,Large,,19,51,Cat-Eye Glasses,0,1,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,77,60,68,142,23,47,1,1,https://static.zennioptical.com/production/products/general/32/75/327521-eyeglasses-front-view.jpg,ft04,"gt44,gt24,gt14,gt33,gt42,gt40,gt38,gt52,gt35",womens-stainless-steel-cat-eye-eyeglass-frames-327521
,327912,53,3279,Yes,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Gray,Graphite,130,Med,,12,49,Ocotillo Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,53,63,142,20,41,1,1,https://static.zennioptical.com/production/products/general/32/79/327912-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt22,gt42,gt35,gt44,gt38,gt32,gt40,gt33,gt53",ocotillo-eyeglasses-327912
1973,327914,53,3279,,25.95,34.95,standardframetype,Stainless Steel,FullRim,Round,Unisex,Gold,Bronze,130,Med,,12,49,Ocotillo Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,53,63,142,20,41,1,1,https://static.zennioptical.com/production/products/general/32/79/327914-eyeglasses-front-view.jpg,"ft03,ft04","gt34,gt22,gt42,gt35,gt44,gt38,gt32,gt40,gt33,gt53",ocotillo-eyeglasses-327914
1974,328112,61,3281,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Unisex,Gray,Gray,128,Med,,15,53,Yucca Aviator Glasses,0,1,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,73,61,64,140,17,43,0,1,https://static.zennioptical.com/production/products/general/32/81/328112-eyeglasses-front-view.jpg,ft04,"gt40,gt53,gt35,gt44,gt38,gt42,gt34,gt33",yucca-eyeglasses-328112
1975,328121,61,3281,,29.95,39.95,standardframetype,Stainless Steel,FullRim,Aviator,Unisex,Black,Black,128,Med,,15,53,Yucca Aviator Glasses,0,1,non-retired,configurable prescription frame,3,-8,3,-8,6,-6,73,61,64,140,17,43,0,1,https://static.zennioptical.com/production/products/general/32/81/328121-eyeglasses-front-view.jpg,ft04,"gt40,gt53,gt35,gt44,gt38,gt42,gt34,gt33",yucca-eyeglasses-328121
1976,328816,53,3288,,27.95,36.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Blue,Blue,129,Med,,13,50,Cat-Eye Glasses,0,1,non-retired,configurable prescription frame,5,-10,5,-10,6,-6,70,53,61,142,17,36,0,1,https://static.zennioptical.com/production/products/general/32/88/328816-eyeglasses-front-view.jpg,"ft03,ft04","gt53,gt35,gt14,gt33,gt49",womens-stainless-steel-cat-eye-eyeglass-frames-328816
1977,328817,53,3288,,27.95,36.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Pink,Pink,129,Med,,13,50,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,5,-10,5,-10,6,-6,70,53,61,142,17,36,0,1,https://static.zennioptical.com/production/products/general/32/88/328817-eyeglasses-front-view.jpg,"ft03,ft04","gt53,gt35,gt14,gt33,gt49",womens-stainless-steel-cat-eye-eyeglass-frames-328817
1978,328821,53,3288,,27.95,36.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Black,Black,129,Med,,13,50,Cat-Eye Glasses,0,1,non-retired,configurable prescription frame,5,-10,5,-10,6,-6,70,53,61,142,17,36,0,1,https://static.zennioptical.com/production/products/general/32/88/328821-eyeglasses-front-view.jpg,"ft03,ft04","gt53,gt35,gt14,gt33,gt49",womens-stainless-steel-cat-eye-eyeglass-frames-328821
1979,329415,64,3294,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Brown,Brown,127,Med,,23,53,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,74,64,65,135,18,41,0,1,https://static.zennioptical.com/production/products/general/32/94/329415-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt16,gt42,gt35,gt33,gt38",womens-stainless-steel-cat-eye-eyeglass-frames-329415
1980,329421,64,3294,,32.95,43.95,standardframetype,Stainless Steel,FullRim,Cat-Eye,Women_s,Black,Black,127,Med,,23,53,Cat-Eye Glasses,0,1,non-retired,configurable prescription frame,0,-8,0,-8,6,-6,74,64,65,135,18,41,0,1,https://static.zennioptical.com/production/products/general/32/94/329421-eyeglasses-front-view.jpg,"ft02,ft04","gt44,gt16,gt42,gt35,gt33,gt38",womens-stainless-steel-cat-eye-eyeglass-frames-329421
1989,348112,59,3481,,27.95,36.95,Sunshade,Stainless Steel,Rimless,Rectangle,Men_s,Gray,,127,Med,,15,51,Rectangle Polarized Magnetic Snap-on Set,0,1,non-retired,configurable prescription frame,4,-6.5,4,-5.5,3,-3,74,59,65,143,20,30,0,1,https://static.zennioptical.com/production/products/general/34/81/348112-eyeglasses-front-view.jpg,"ft02,ft04,ft05","gt31,gt44,gt23,gt33",348112-stainless-steel-spring-hinge-frame-with-polarized-magnetic-snap-on-sunlens
1990,348114,59,3481,,27.95,36.95,Sunshade,Stainless Steel,Rimless,Rectangle,Men_s,Gold,Gold,127,Med,,15,51,Rectangle Polarized Magnetic Snap-on Set,0,0,non-retired,configurable prescription frame,4,-6.5,4,-5.5,3,-3,74,59,65,143,20,30,0,1,https://static.zennioptical.com/production/products/general/34/81/348114-eyeglasses-front-view.jpg,"ft02,ft04,ft05","gt31,gt44,gt23,gt33",stainless-steel-spring-hinge-frame-with-polarized-magnetic-snap-on-sunlens-348114
1993,366621,42,3666,,19.95,26.95,standardframetype,Acetate,FullRim,Square,Unisex,Black,,117,Extra_Small,,22,44,Square Glasses ,0,1,non-retired,configurable prescription frame,8,-8,8,-8,6,-6,68,42,59,140,21,36,1,1,https://static.zennioptical.com/production/products/general/36/66/366621-eyeglasses-front-view.jpg,"ft01,ft02,ft06,5900001","gt33,gt40,gt44,gt31",366621-acetate-full-rim-frame
